Customer_ID,First_Name,Last_Name,Gender,Age,Birth_Date,Marital_Status,Occupation,Location,Income_Bracket,Abandoned Cart,Wishlist Items,Customer_Lifetime_Value
CUST2723,Dono,Habibi,Male,45,1980-02-09,Married,Medical technical officer,Bukittinggi,Middle Income,"['PROD1034', 'PROD0992', 'PROD0803', 'PROD0506']","['PROD0506', 'PROD0550', 'PROD0989', 'PROD0115', 'PROD0303', 'PROD0736']",1049493
CUST2724,Ikin,Prayoga,Male,43,1982-03-12,Married,Television floor manager,Purwokerto,Middle Income,"['PROD0138', 'PROD0244']","['PROD0018', 'PROD0002', 'PROD1000']",3747063
CUST2725,Nyoman,Sihotang,Male,45,1980-01-26,Single,Sales executive,Tangerang Selatan,Low Income,"['PROD0506', 'PROD0869', 'PROD0266']","['PROD0797', 'PROD0377', 'PROD0809', 'PROD1034']",807824
CUST2726,Dina,Farida,Female,27,1998-04-07,Married,Sports development officer,Sorong,Middle Income,"['PROD0538', 'PROD0246']","['PROD0236', 'PROD0722', 'PROD0779', 'PROD0004', 'PROD0695', 'PROD0556']",5839264
CUST2727,Gina,Yuliarti,Female,54,1970-08-31,Married,"Education officer, museum",Tual,High Income,"['PROD0731', 'PROD0205']","['PROD0916', 'PROD0760', 'PROD0199']",11197451
CUST2728,Hana,Yulianti,Female,57,1968-06-16,Married,Quality manager,Bandar Lampung,Low Income,"['PROD0422', 'PROD0178', 'PROD0284']","['PROD0808', 'PROD0412', 'PROD0504']",744525
CUST2729,Kardi,Rajata,Male,33,1992-04-02,Single,Public librarian,Sorong,Middle Income,"['PROD0335', 'PROD0264']","['PROD0116', 'PROD0399', 'PROD0161', 'PROD0290', 'PROD0171', 'PROD0551']",4474933
CUST2730,Hamzah,Najmudin,Male,17,2008-06-03,Single,Drilling engineer,Bontang,Middle Income,"['PROD0784', 'PROD0692']","['PROD0305', 'PROD0127']",4517329
CUST2731,Nilam,Uyainah,Female,47,1978-07-24,Married,Logistics and distribution manager,Tanjungpinang,Middle Income,"['PROD0815', 'PROD0592', 'PROD0147', 'PROD0606']","['PROD0751', 'PROD0372', 'PROD0628', 'PROD0362']",5266183
CUST2732,Farhunnisa,Aryani,Female,45,1980-04-09,Married,"Administrator, Civil Service",Ambon,Low Income,['PROD0312'],"['PROD0722', 'PROD0278', 'PROD0033', 'PROD0296', 'PROD0773', 'PROD0412', 'PROD0677']",632448
CUST2733,Alika,Mayasari,Female,18,2007-04-17,Single,Secondary school teacher,Kota Administrasi Jakarta Timur,Middle Income,"['PROD0324', 'PROD0452']","['PROD1021', 'PROD0252', 'PROD0635', 'PROD0852']",3826710
CUST2734,Ratna,Padmasari,Female,52,1973-01-14,Married,Hospital doctor,Pagaralam,Low Income,"['PROD0421', 'PROD0790', 'PROD0206', 'PROD0945']","['PROD0888', 'PROD0309', 'PROD0544', 'PROD0946', 'PROD0847', 'PROD0205', 'PROD0247']",204172
CUST2735,Tantri,Nasyidah,Female,25,2000-04-16,Single,Rural practice surveyor,Samarinda,Low Income,['PROD0291'],"['PROD1029', 'PROD0964', 'PROD0863', 'PROD0184', 'PROD0622', 'PROD0545']",949689
CUST2736,Kasiyah,Halimah,Female,33,1991-11-18,Single,Chiropodist,Bukittinggi,Middle Income,"['PROD0227', 'PROD0711', 'PROD0314', 'PROD0422']","['PROD0559', 'PROD0328', 'PROD0631']",5413364
CUST2737,Gading,Pranowo,Male,42,1982-09-12,Married,"Designer, blown glass/stained glass",Kota Administrasi Jakarta Selatan,Middle Income,['PROD0513'],"['PROD0287', 'PROD0084']",5014513
CUST2738,Wardaya,Irawan,Male,53,1972-01-21,Single,Barista,Tebingtinggi,Middle Income,"['PROD0596', 'PROD0479', 'PROD0986', 'PROD0662']","['PROD0175', 'PROD0736', 'PROD0550', 'PROD0211', 'PROD0348', 'PROD0287']",3330137
CUST2739,Umi,Oktaviani,Female,51,1974-08-16,Married,Bonds trader,Manado,Low Income,"['PROD0822', 'PROD0275', 'PROD0240']","['PROD0509', 'PROD0114', 'PROD0597', 'PROD0353', 'PROD0254', 'PROD0741', 'PROD0050']",937268
CUST2740,Ulva,Wastuti,Female,19,2006-07-07,Married,"Engineer, electrical",Denpasar,Low Income,"['PROD0764', 'PROD0236']","['PROD0793', 'PROD1049', 'PROD0425']",731943
CUST2741,Jefri,Suryono,Male,60,1964-12-19,Married,Visual merchandiser,Yogyakarta,Low Income,"['PROD0942', 'PROD0058']","['PROD1025', 'PROD0792', 'PROD0801', 'PROD0123']",628613
CUST2742,Keisha,Novitasari,Female,59,1965-12-06,Married,Careers information officer,Depok,Middle Income,"['PROD0848', 'PROD0503', 'PROD0614', 'PROD0849']","['PROD0534', 'PROD0763', 'PROD0598', 'PROD0413', 'PROD0108', 'PROD0971']",2658293
CUST2743,Erik,Putra,Male,44,1981-03-29,Married,Podiatrist,Tegal,Middle Income,"['PROD0145', 'PROD0803', 'PROD0584']","['PROD0997', 'PROD0999', 'PROD0589', 'PROD0757', 'PROD0230', 'PROD0427']",1896646
CUST2744,Aisyah,Suartini,Female,46,1979-07-09,Married,Fish farm manager,Kotamobagu,Middle Income,['PROD0190'],"['PROD0425', 'PROD0906', 'PROD0847', 'PROD0016', 'PROD0671', 'PROD0709']",1215541
CUST2745,Cecep,Tamba,Male,37,1987-09-23,Single,Travel agency manager,Serang,High Income,"['PROD0490', 'PROD0024', 'PROD0825', 'PROD0575']","['PROD0590', 'PROD0757']",14634648
CUST2746,Gandewa,Jailani,Male,32,1992-09-19,Single,Geoscientist,Padang,Low Income,"['PROD0638', 'PROD0447', 'PROD0290', 'PROD0203']","['PROD1046', 'PROD0944']",773963
CUST2747,Queen,Rahimah,Female,51,1974-04-14,Married,Applications developer,Kediri,Low Income,"['PROD0672', 'PROD0975', 'PROD0380']","['PROD0346', 'PROD0760', 'PROD0849', 'PROD0870', 'PROD0087', 'PROD0152']",426740
CUST2748,Cindy,Padmasari,Female,56,1969-07-08,Married,Applications developer,Parepare,Middle Income,"['PROD0828', 'PROD0845']","['PROD0762', 'PROD0344', 'PROD0938', 'PROD0038']",5730328
CUST2749,Winda,Anggraini,Female,37,1988-02-09,Single,Merchant navy officer,Cimahi,Middle Income,"['PROD0552', 'PROD0255', 'PROD0275', 'PROD0616']","['PROD0153', 'PROD0614', 'PROD0034', 'PROD0539', 'PROD0397', 'PROD0246']",2068203
CUST2750,Mitra,Habibi,Male,50,1974-12-01,Married,Community education officer,Batu,Low Income,"['PROD0365', 'PROD0435', 'PROD0508']","['PROD0141', 'PROD0791', 'PROD0189', 'PROD0936', 'PROD0100', 'PROD0437', 'PROD0122']",520202
CUST2751,Galuh,Tarihoran,Male,41,1983-12-09,Married,"Programme researcher, broadcasting/film/video",Denpasar,Middle Income,['PROD0787'],"['PROD0479', 'PROD0825', 'PROD0046', 'PROD0806', 'PROD1034', 'PROD0508', 'PROD0382']",1458283
CUST2752,Rini,Palastri,Female,28,1996-10-28,Married,"Editor, film/video",Kota Administrasi Jakarta Pusat,Middle Income,"['PROD0092', 'PROD1047']","['PROD0259', 'PROD0452', 'PROD0888', 'PROD0337', 'PROD0544', 'PROD0413']",3635549
CUST2753,Ikin,Ramadan,Male,22,2002-09-08,Single,"Geologist, wellsite",Banjar,Middle Income,"['PROD0719', 'PROD0169', 'PROD1031']","['PROD1039', 'PROD0497', 'PROD0626']",4837216
CUST2754,Laila,Suartini,Female,31,1994-01-02,Married,Solicitor,Pontianak,Middle Income,"['PROD0134', 'PROD0347', 'PROD0737', 'PROD0686']","['PROD0668', 'PROD0755']",1447549
CUST2755,Karta,Samosir,Male,29,1995-10-04,Single,"Engineer, maintenance",Payakumbuh,High Income,['PROD0812'],"['PROD0899', 'PROD0860', 'PROD0244', 'PROD0942', 'PROD0122', 'PROD0489']",7326296
CUST2756,Pangestu,Kuswoyo,Male,38,1987-01-22,Single,"Programmer, multimedia",Salatiga,Middle Income,"['PROD0071', 'PROD0533', 'PROD0962']","['PROD0757', 'PROD0406', 'PROD0528', 'PROD0497', 'PROD0720', 'PROD0163', 'PROD0944']",4315407
CUST2757,Ani,Sudiati,Female,23,2002-01-20,Single,Arts development officer,Mataram,Middle Income,"['PROD0518', 'PROD0762', 'PROD0684']","['PROD0694', 'PROD1012', 'PROD0721', 'PROD0184', 'PROD0779']",1332026
CUST2758,Narji,Hutapea,Male,20,2005-07-02,Married,"Engineer, chemical",Langsa,High Income,['PROD0028'],"['PROD0550', 'PROD0018', 'PROD0261', 'PROD0217']",10617557
CUST2759,Karen,Padmasari,Female,41,1984-02-21,Married,Sports therapist,Tomohon,Middle Income,"['PROD1005', 'PROD0350']","['PROD0180', 'PROD0271', 'PROD0228', 'PROD0294', 'PROD0030', 'PROD0755']",2322233
CUST2760,Lasmanto,Mustofa,Male,36,1989-06-05,Single,Fashion designer,Cirebon,Middle Income,"['PROD0899', 'PROD0371', 'PROD0999', 'PROD0282']","['PROD0735', 'PROD0282', 'PROD0244', 'PROD0869']",4483050
CUST2761,Liman,Firgantoro,Male,55,1970-06-30,Married,Educational psychologist,Palembang,Middle Income,"['PROD0212', 'PROD0747', 'PROD0107']","['PROD0573', 'PROD0638', 'PROD0720', 'PROD0442', 'PROD0200', 'PROD0768', 'PROD0776']",1519834
CUST2762,Aisyah,Laksita,Female,55,1969-10-25,Married,Brewing technologist,Malang,Middle Income,['PROD0906'],"['PROD0939', 'PROD0280', 'PROD0772']",5302086
CUST2763,Hendra,Napitupulu,Male,45,1980-03-30,Married,Chief Operating Officer,Banda Aceh,Low Income,"['PROD1034', 'PROD0107']","['PROD0533', 'PROD0326', 'PROD0307', 'PROD0900', 'PROD0305']",822127
CUST2764,Prayoga,Maryadi,Male,21,2003-10-06,Single,Arts administrator,Magelang,Low Income,"['PROD0807', 'PROD0991', 'PROD0046']","['PROD0244', 'PROD1033', 'PROD0024']",669458
CUST2765,Joko,Wijaya,Male,34,1991-05-23,Single,Charity fundraiser,Depok,Middle Income,"['PROD0081', 'PROD0560', 'PROD0058', 'PROD0125']","['PROD0086', 'PROD0576', 'PROD0405', 'PROD0427']",3207763
CUST2766,Maria,Mulyani,Female,25,1999-12-16,Single,"Surveyor, quantity",Banda Aceh,Middle Income,['PROD0397'],"['PROD0380', 'PROD0857', 'PROD0956', 'PROD0388', 'PROD0218', 'PROD0913']",3826847
CUST2767,Jasmin,Lailasari,Female,19,2006-07-02,Married,Restaurant manager,Madiun,Middle Income,"['PROD0932', 'PROD0342', 'PROD0316']","['PROD0061', 'PROD0865', 'PROD0400', 'PROD0770', 'PROD0666', 'PROD0133', 'PROD0546']",1939521
CUST2768,Cinta,Suartini,Female,45,1980-02-19,Married,Building surveyor,Sawahlunto,Low Income,['PROD0420'],"['PROD0913', 'PROD0998', 'PROD0216', 'PROD0336', 'PROD0436']",290206
CUST2769,Irsad,Marbun,Male,28,1997-03-18,Single,"Research officer, trade union",Cilegon,Middle Income,"['PROD1024', 'PROD0168', 'PROD0039', 'PROD0807']","['PROD0543', 'PROD0025', 'PROD0159', 'PROD0385', 'PROD0289']",1697497
CUST2770,Lanang,Sitorus,Male,40,1985-06-20,Married,Environmental education officer,Bengkulu,Middle Income,"['PROD0807', 'PROD0161', 'PROD0564', 'PROD0261']","['PROD0831', 'PROD0497']",4186181
CUST2771,Bancar,Hidayat,Male,28,1997-05-14,Married,Illustrator,Kota Administrasi Jakarta Timur,Low Income,"['PROD0442', 'PROD0212']","['PROD0905', 'PROD0491']",764374
CUST2772,Yunita,Hasanah,Female,24,2001-02-09,Single,Tax inspector,Madiun,Low Income,"['PROD0811', 'PROD0677', 'PROD0934', 'PROD0583']","['PROD0009', 'PROD0098', 'PROD0291', 'PROD0302']",862524
CUST2773,Daliman,Budiyanto,Male,41,1983-08-26,Married,Insurance underwriter,Tanjungbalai,Middle Income,['PROD0013'],"['PROD0940', 'PROD0140', 'PROD0335', 'PROD0826', 'PROD0746']",2860676
CUST2774,Zulfa,Haryanti,Female,50,1975-02-01,Married,Tour manager,Serang,Low Income,"['PROD0334', 'PROD1049']","['PROD0424', 'PROD0355', 'PROD0568', 'PROD0236', 'PROD0129', 'PROD0332']",390393
CUST2775,Adika,Pradipta,Male,27,1998-03-13,Married,"Engineer, chemical",Lubuklinggau,Low Income,"['PROD0168', 'PROD0065']","['PROD0348', 'PROD0019', 'PROD1039']",847169
CUST2776,Shania,Usamah,Female,54,1970-12-20,Single,Medical physicist,Cimahi,Middle Income,"['PROD0923', 'PROD0053']","['PROD0827', 'PROD0686', 'PROD0402', 'PROD0026', 'PROD0400', 'PROD0044', 'PROD0815']",1644835
CUST2777,Kawaca,Tarihoran,Male,36,1989-03-12,Married,Biomedical scientist,Padang Sidempuan,Low Income,"['PROD0655', 'PROD0898', 'PROD1046']","['PROD0799', 'PROD0596', 'PROD0833', 'PROD0462', 'PROD0528', 'PROD0594']",663568
CUST2778,Malika,Uyainah,Female,22,2002-10-20,Single,"Physicist, medical",Tegal,Middle Income,"['PROD0222', 'PROD0038']","['PROD0010', 'PROD0583', 'PROD0430', 'PROD0295', 'PROD0078', 'PROD0177', 'PROD0716']",5708010
CUST2779,Silvia,Fujiati,Female,17,2008-02-23,Single,Immunologist,Bekasi,Middle Income,"['PROD0793', 'PROD0195', 'PROD0045']","['PROD0445', 'PROD0783', 'PROD0091', 'PROD0333', 'PROD0919', 'PROD0811']",1618869
CUST2780,Kanda,Pangestu,Male,17,2008-04-07,Single,Intelligence analyst,Padang Sidempuan,Middle Income,"['PROD0282', 'PROD0817']","['PROD0027', 'PROD0495', 'PROD1033', 'PROD1052', 'PROD0293']",2512163
CUST2781,Rendy,Pradipta,Male,23,2001-09-14,Married,Fashion designer,Parepare,Middle Income,"['PROD0217', 'PROD0122', 'PROD0456', 'PROD1048']","['PROD0058', 'PROD0287', 'PROD0776', 'PROD0739', 'PROD0818', 'PROD0405']",4120461
CUST2782,Ajeng,Handayani,Female,19,2006-04-21,Single,Advertising account planner,Yogyakarta,Low Income,"['PROD0210', 'PROD0724']","['PROD0770', 'PROD0060']",793343
CUST2783,Ika,Uyainah,Female,60,1965-01-25,Married,"Scientist, research (medical)",Tangerang,Middle Income,"['PROD0298', 'PROD0730', 'PROD0524', 'PROD0451']","['PROD0863', 'PROD0430', 'PROD0920', 'PROD0329']",2902912
CUST2784,Rini,Haryanti,Female,33,1991-10-30,Single,"Radiographer, diagnostic",Palangkaraya,Middle Income,"['PROD0643', 'PROD0520']","['PROD0315', 'PROD0451', 'PROD0901', 'PROD0038', 'PROD0207', 'PROD0448']",3903781
CUST2785,Cakrawangsa,Hutasoit,Male,28,1996-10-19,Married,Research scientist (physical sciences),Blitar,Middle Income,"['PROD0942', 'PROD0692', 'PROD0046']","['PROD0065', 'PROD0491']",5497399
CUST2786,Zulfa,Lailasari,Female,34,1991-04-01,Single,"Runner, broadcasting/film/video",Mataram,Middle Income,"['PROD0095', 'PROD0260']","['PROD0155', 'PROD0863']",5965267
CUST2787,Daliono,Saptono,Male,43,1982-04-08,Married,"Engineer, site",Prabumulih,Low Income,"['PROD0903', 'PROD0041', 'PROD0612', 'PROD0876']","['PROD1008', 'PROD0962', 'PROD0564', 'PROD0146', 'PROD1038', 'PROD1039', 'PROD0490']",550440
CUST2788,Teddy,Najmudin,Male,48,1976-09-10,Married,Sports development officer,Padangpanjang,Low Income,['PROD0873'],"['PROD0138', 'PROD0242', 'PROD0151', 'PROD0258', 'PROD0508', 'PROD0986', 'PROD0480']",700769
CUST2789,Himawan,Waskita,Male,60,1965-07-26,Married,Database administrator,Malang,Low Income,"['PROD0662', 'PROD1018']","['PROD0244', 'PROD0654', 'PROD0019', 'PROD0027']",208715
CUST2790,Ani,Andriani,Female,21,2004-06-01,Single,Call centre manager,Tanjungpinang,Middle Income,"['PROD0946', 'PROD0336']","['PROD0280', 'PROD0267']",4108937
CUST2791,Shakila,Uyainah,Female,48,1977-06-02,Married,"Merchandiser, retail",Banjarmasin,Low Income,"['PROD0054', 'PROD0117', 'PROD0822', 'PROD0012']","['PROD0344', 'PROD0482']",221753
CUST2792,Gadang,Nashiruddin,Male,18,2007-04-12,Single,"Presenter, broadcasting",Kota Administrasi Jakarta Utara,Middle Income,['PROD0489'],"['PROD0860', 'PROD0791', 'PROD0293', 'PROD0370']",5964975
CUST2793,Cahyadi,Uwais,Male,32,1993-05-15,Married,Financial trader,Probolinggo,Middle Income,"['PROD0805', 'PROD0596', 'PROD0301', 'PROD0853']","['PROD0720', 'PROD0187', 'PROD0242', 'PROD0944', 'PROD0443']",1846040
CUST2794,Hari,Marbun,Male,51,1974-07-09,Married,Information systems manager,Makassar,Low Income,"['PROD0356', 'PROD0443']","['PROD0600', 'PROD0757', 'PROD0497']",496288
CUST2795,Bahuraksa,Simbolon,Male,59,1966-01-14,Married,Drilling engineer,Banjar,Middle Income,"['PROD0991', 'PROD0406']","['PROD0797', 'PROD0554', 'PROD0986', 'PROD0662', 'PROD1048', 'PROD0288', 'PROD0040']",5599643
CUST2796,Tania,Handayani,Female,47,1977-09-12,Married,Nutritional therapist,Pangkalpinang,Middle Income,['PROD0723'],"['PROD0374', 'PROD0206', 'PROD0476', 'PROD0813', 'PROD0250', 'PROD0210', 'PROD0485']",1276486
CUST2797,Yessi,Namaga,Female,60,1964-12-05,Married,Barrister,Kupang,Middle Income,"['PROD0155', 'PROD1023']","['PROD0982', 'PROD0284']",4986399
CUST2798,Mala,Mandasari,Female,27,1998-07-20,Married,"Surveyor, mining",Pekanbaru,Middle Income,"['PROD0888', 'PROD0124', 'PROD0582', 'PROD0095']","['PROD0473', 'PROD0332', 'PROD0661', 'PROD0865']",3694426
CUST2799,Gara,Rajata,Male,56,1969-06-15,Married,"Teacher, adult education",Medan,Middle Income,"['PROD0792', 'PROD0550', 'PROD0736']","['PROD0462', 'PROD0429', 'PROD0502', 'PROD0160', 'PROD0047', 'PROD0106', 'PROD0405']",5820834
CUST2800,Kezia,Susanti,Female,38,1986-10-06,Single,"Surveyor, minerals",Medan,Middle Income,"['PROD0682', 'PROD0319']","['PROD0271', 'PROD0743']",5140374
CUST2801,Among,Tampubolon,Male,36,1989-03-31,Married,Firefighter,Padang Sidempuan,Middle Income,"['PROD0797', 'PROD0213', 'PROD0283']","['PROD0151', 'PROD0626', 'PROD0444', 'PROD0440', 'PROD0833', 'PROD0055']",5584167
CUST2802,Fitria,Prastuti,Female,28,1997-02-15,Married,"Programme researcher, broadcasting/film/video",Gorontalo,Middle Income,"['PROD0477', 'PROD0882', 'PROD0054', 'PROD0067']","['PROD0494', 'PROD0824', 'PROD0629', 'PROD0635']",5719384
CUST2803,Ghani,Permadi,Male,54,1970-11-12,Married,"Engineer, chemical",Batam,Middle Income,"['PROD1031', 'PROD0460', 'PROD0018']","['PROD0602', 'PROD0056', 'PROD1000']",5178591
CUST2804,Violet,Maryati,Female,45,1980-06-11,Married,Health visitor,Payakumbuh,Middle Income,['PROD0630'],"['PROD0221', 'PROD0007', 'PROD0648']",5268056
CUST2805,Vega,Thamrin,Male,19,2006-07-31,Single,Chiropodist,Blitar,Middle Income,"['PROD0468', 'PROD1041']","['PROD0765', 'PROD0526']",3581465
CUST2806,Cindy,Nasyiah,Female,29,1996-05-19,Married,Visual merchandiser,Banjar,Middle Income,"['PROD0380', 'PROD0364', 'PROD0964', 'PROD0136']","['PROD0069', 'PROD0671', 'PROD0089', 'PROD0184', 'PROD0314', 'PROD0079']",1662795
CUST2807,Yulia,Palastri,Female,58,1967-04-05,Married,"Therapist, sports",Pasuruan,Low Income,"['PROD0648', 'PROD0798', 'PROD0446']","['PROD0118', 'PROD0108', 'PROD0023', 'PROD1019', 'PROD0908']",220460
CUST2808,Tantri,Rahmawati,Female,26,1999-08-09,Married,Neurosurgeon,Sukabumi,Middle Income,"['PROD0331', 'PROD0390', 'PROD0640', 'PROD0087']","['PROD0941', 'PROD0183', 'PROD0987', 'PROD0113', 'PROD0943', 'PROD0956']",4525908
CUST2809,Harjasa,Pradipta,Male,51,1974-07-13,Single,Quality manager,Palembang,Low Income,"['PROD0826', 'PROD0952']","['PROD0796', 'PROD0818']",228557
CUST2810,Dewi,Widiastuti,Female,56,1968-11-01,Married,Regulatory affairs officer,Tegal,Low Income,['PROD0830'],"['PROD0538', 'PROD0411', 'PROD0359', 'PROD0322', 'PROD0372']",786374
CUST2811,Viktor,Ardianto,Male,55,1970-03-12,Married,"Engineer, site",Tangerang,Middle Income,"['PROD1041', 'PROD0872']","['PROD0046', 'PROD0594', 'PROD0107', 'PROD0287', 'PROD0739']",4724636
CUST2812,Mutia,Haryanti,Female,32,1993-05-01,Single,Petroleum engineer,Palopo,Middle Income,['PROD0310'],"['PROD0064', 'PROD0522', 'PROD0906', 'PROD0257']",2572134
CUST2813,Paulin,Padmasari,Female,21,2003-09-12,Married,Wellsite geologist,Kendari,Middle Income,"['PROD0467', 'PROD0802', 'PROD0073']","['PROD0331', 'PROD0252']",1855051
CUST2814,Malika,Wijayanti,Female,44,1980-11-22,Married,Haematologist,Banjarbaru,Low Income,"['PROD0308', 'PROD0634', 'PROD1049', 'PROD0901']","['PROD0958', 'PROD0656', 'PROD0150', 'PROD0724', 'PROD0578']",506361
CUST2815,Tina,Agustina,Female,42,1982-08-22,Married,Diplomatic Services operational officer,Binjai,Middle Income,['PROD0793'],"['PROD0101', 'PROD0239', 'PROD0048']",5625254
CUST2816,Raihan,Gunarto,Male,44,1981-02-02,Married,Learning disability nurse,Kediri,Low Income,['PROD0287'],"['PROD1025', 'PROD0617', 'PROD0699']",216928
CUST2817,Malika,Safitri,Female,33,1992-07-14,Single,Gaffer,Prabumulih,Middle Income,"['PROD0640', 'PROD0011', 'PROD0820']","['PROD0108', 'PROD0332', 'PROD0918', 'PROD0852']",5663340
CUST2818,Jamal,Pangestu,Male,54,1970-08-30,Married,Accounting technician,Sukabumi,Middle Income,['PROD0107'],"['PROD0513', 'PROD0986', 'PROD0429', 'PROD0747']",4721679
CUST2819,Warji,Kurniawan,Male,33,1991-09-18,Single,Retail buyer,Kupang,Middle Income,"['PROD0219', 'PROD1024', 'PROD0056', 'PROD0861']","['PROD0282', 'PROD0230']",2721532
CUST2820,Rahmi,Oktaviani,Female,51,1973-09-02,Married,Pathologist,Langsa,Middle Income,"['PROD0048', 'PROD0979']","['PROD0332', 'PROD0312']",3893576
CUST2821,Putri,Nurdiyanti,Female,52,1973-07-14,Married,Sports coach,Semarang,Middle Income,"['PROD0309', 'PROD0078']","['PROD0645', 'PROD0148', 'PROD0855', 'PROD1020', 'PROD0475']",4119212
CUST2822,Tari,Puspita,Female,29,1995-11-29,Married,Chartered loss adjuster,Padangpanjang,Middle Income,"['PROD0915', 'PROD0232']","['PROD1026', 'PROD0970', 'PROD0439', 'PROD0466', 'PROD0955']",1644307
CUST2823,Devi,Hariyah,Female,31,1993-11-15,Single,Engineering geologist,Pematangsiantar,Low Income,['PROD0260'],"['PROD0623', 'PROD0381', 'PROD0445', 'PROD0131', 'PROD0534']",430917
CUST2824,Eluh,Putra,Male,59,1966-02-03,Married,Ranger/warden,Batam,Middle Income,"['PROD0662', 'PROD0803']","['PROD0825', 'PROD1031']",3956409
CUST2825,Wardi,Simbolon,Male,52,1973-02-07,Married,Geochemist,Bima,Middle Income,"['PROD0229', 'PROD0083', 'PROD0472', 'PROD0219']","['PROD1048', 'PROD0527', 'PROD0187', 'PROD0204', 'PROD0427']",2145285
CUST2826,Dewi,Zulaika,Female,21,2003-09-01,Married,"Engineer, aeronautical",Langsa,Low Income,"['PROD0059', 'PROD0108', 'PROD0253']","['PROD0915', 'PROD0255', 'PROD0634', 'PROD0327', 'PROD0933', 'PROD0783', 'PROD0603']",642539
CUST2827,Cinta,Laksmiwati,Female,43,1982-06-30,Married,"Engineer, land",Batu,Middle Income,"['PROD0412', 'PROD0250', 'PROD0630']","['PROD0786', 'PROD0227', 'PROD0764']",2074453
CUST2828,Ayu,Susanti,Female,27,1998-07-21,Single,IT consultant,Makassar,Low Income,['PROD0094'],"['PROD0369', 'PROD0629', 'PROD0890', 'PROD0907', 'PROD0716', 'PROD0233']",914049
CUST2829,Martaka,Kusumo,Male,46,1979-04-11,Married,"Teacher, secondary school",Lhokseumawe,Low Income,"['PROD0282', 'PROD0736', 'PROD0969', 'PROD0447']","['PROD0692', 'PROD0536', 'PROD0191', 'PROD0753', 'PROD0169']",4680664
CUST2830,Utama,Siregar,Male,40,1984-11-19,Married,Location manager,Purwokerto,Middle Income,['PROD0687'],"['PROD0637', 'PROD0055', 'PROD0427']",2805378
CUST2831,Jumadi,Napitupulu,Male,42,1983-03-16,Married,Glass blower/designer,Bogor,Middle Income,"['PROD0200', 'PROD0589']","['PROD0062', 'PROD1008', 'PROD0470', 'PROD0997', 'PROD1000']",2721294
CUST2832,Putri,Zulaika,Female,46,1979-05-30,Married,"Scientist, research (physical sciences)",Kupang,Middle Income,"['PROD0069', 'PROD0759', 'PROD0436']","['PROD0993', 'PROD0866', 'PROD0259', 'PROD0336']",4962957
CUST2833,Kamidin,Mandala,Male,59,1965-11-16,Married,Event organiser,Meulaboh,Middle Income,"['PROD0757', 'PROD0125', 'PROD0191']","['PROD0389', 'PROD0209', 'PROD0761', 'PROD0031', 'PROD0478']",5702614
CUST2834,Zelaya,Laksita,Female,57,1967-08-27,Married,Warehouse manager,Medan,Middle Income,"['PROD0647', 'PROD0494', 'PROD0129', 'PROD0292']","['PROD0333', 'PROD0346', 'PROD0387', 'PROD0069', 'PROD0814']",5785817
CUST2835,Parman,Siregar,Male,48,1976-12-18,Married,Public relations account executive,Samarinda,Middle Income,['PROD0861'],"['PROD0116', 'PROD0662']",3797139
CUST2836,Iriana,Lailasari,Female,30,1995-04-26,Single,Geographical information systems officer,Bandar Lampung,Middle Income,"['PROD0059', 'PROD0386']","['PROD0454', 'PROD0518', 'PROD0354', 'PROD0605', 'PROD0815', 'PROD0672']",5686496
CUST2837,Vanesa,Kusmawati,Female,19,2005-09-22,Married,Advertising account executive,Pekalongan,Low Income,"['PROD0329', 'PROD0907', 'PROD0247', 'PROD0786']","['PROD0214', 'PROD0183']",792102
CUST2838,Zaenab,Namaga,Female,49,1976-06-22,Married,Environmental health practitioner,Sorong,Middle Income,"['PROD0557', 'PROD0281', 'PROD0938', 'PROD0586']","['PROD0820', 'PROD0119', 'PROD0275', 'PROD0381']",2069097
CUST2839,Ilyas,Halim,Male,42,1983-06-09,Married,Advice worker,Pangkalpinang,Middle Income,"['PROD0266', 'PROD0841', 'PROD0242']","['PROD0343', 'PROD0878', 'PROD0470', 'PROD0427', 'PROD0921', 'PROD0692']",3942393
CUST2840,Gandewa,Siregar,Male,19,2006-01-02,Married,"Lecturer, higher education",Tebingtinggi,Middle Income,"['PROD0806', 'PROD0841']","['PROD1025', 'PROD1050', 'PROD0869', 'PROD0481']",3130418
CUST2841,Darmanto,Hardiansyah,Male,27,1998-02-14,Married,"Research officer, political party",Kota Administrasi Jakarta Timur,Low Income,"['PROD0301', 'PROD0826']","['PROD0047', 'PROD0962', 'PROD0967', 'PROD0864', 'PROD0528', 'PROD0765']",354852
CUST2842,Salsabila,Pudjiastuti,Female,47,1978-07-12,Married,Tour manager,Sawahlunto,Middle Income,"['PROD0634', 'PROD0132']","['PROD0870', 'PROD0463', 'PROD0380', 'PROD0233', 'PROD0311']",5288639
CUST2843,Zizi,Mayasari,Female,49,1976-01-19,Married,Training and development officer,Depok,Middle Income,"['PROD0919', 'PROD0875', 'PROD0538', 'PROD1060']","['PROD0512', 'PROD0177', 'PROD0623', 'PROD0910', 'PROD0206', 'PROD0750']",3448383
